id,label,confidence,rationale
59,analysis,,one-shot batch (gpt-oss-120b)
60,reaction,,one-shot batch (gpt-oss-120b)
61,skip,,one-shot batch (gpt-oss-120b)
62,skip,,one-shot batch (gpt-oss-120b)
63,reaction,,one-shot batch (gpt-oss-120b)
64,analysis,,one-shot batch (gpt-oss-120b)
65,reaction,,one-shot batch (gpt-oss-120b)
66,hot_take,,one-shot batch (gpt-oss-120b)
67,skip,,one-shot batch (gpt-oss-120b)
68,hot_take,,one-shot batch (gpt-oss-120b)
69,hot_take,,one-shot batch (gpt-oss-120b)
70,mixed,,one-shot batch (gpt-oss-120b)
71,skip,,one-shot batch (gpt-oss-120b)
72,reaction,,one-shot batch (gpt-oss-120b)
73,skip,,one-shot batch (gpt-oss-120b)
74,analysis,,one-shot batch (gpt-oss-120b)
75,hot_take,,one-shot batch (gpt-oss-120b)
76,skip,,one-shot batch (gpt-oss-120b)
77,skip,,one-shot batch (gpt-oss-120b)
78,reaction,,one-shot batch (gpt-oss-120b)
79,hot_take,,one-shot batch (gpt-oss-120b)
80,skip,,one-shot batch (gpt-oss-120b)
81,skip,,one-shot batch (gpt-oss-120b)
82,mixed,,one-shot batch (gpt-oss-120b)
83,skip,,one-shot batch (gpt-oss-120b)
84,skip,,one-shot batch (gpt-oss-120b)
85,skip,,one-shot batch (gpt-oss-120b)
86,reaction,,one-shot batch (gpt-oss-120b)
87,reaction,,one-shot batch (gpt-oss-120b)
88,analysis,,one-shot batch (gpt-oss-120b)
89,hot_take,,one-shot batch (gpt-oss-120b)
90,skip,,one-shot batch (gpt-oss-120b)
91,skip,,one-shot batch (gpt-oss-120b)
92,skip,,one-shot batch (gpt-oss-120b)
93,analysis,,one-shot batch (gpt-oss-120b)
94,hot_take,,one-shot batch (gpt-oss-120b)
95,skip,,one-shot batch (gpt-oss-120b)
96,hot_take,,one-shot batch (gpt-oss-120b)
97,reaction,,one-shot batch (gpt-oss-120b)
98,analysis,,one-shot batch (gpt-oss-120b)
99,hot_take,,one-shot batch (gpt-oss-120b)
100,hot_take,,one-shot batch (gpt-oss-120b)
101,skip,,one-shot batch (gpt-oss-120b)
102,skip,,one-shot batch (gpt-oss-120b)
103,skip,,one-shot batch (gpt-oss-120b)
104,skip,,one-shot batch (gpt-oss-120b)
105,analysis,,one-shot batch (gpt-oss-120b)
106,skip,,one-shot batch (gpt-oss-120b)
107,analysis,,one-shot batch (gpt-oss-120b)
108,hot_take,,one-shot batch (gpt-oss-120b)
109,hot_take,,one-shot batch (gpt-oss-120b)
110,skip,,one-shot batch (gpt-oss-120b)
111,reaction,,one-shot batch (gpt-oss-120b)
112,hot_take,,one-shot batch (gpt-oss-120b)
113,mixed,,one-shot batch (gpt-oss-120b)
114,skip,,one-shot batch (gpt-oss-120b)
115,hot_take,,one-shot batch (gpt-oss-120b)
116,skip,,one-shot batch (gpt-oss-120b)
117,analysis,,one-shot batch (gpt-oss-120b)
118,hot_take,,one-shot batch (gpt-oss-120b)
119,mixed,,one-shot batch (gpt-oss-120b)
120,analysis,,one-shot batch (gpt-oss-120b)
121,skip,,one-shot batch (gpt-oss-120b)
122,mixed,,one-shot batch (gpt-oss-120b)
123,skip,,one-shot batch (gpt-oss-120b)
124,analysis,,one-shot batch (gpt-oss-120b)
125,hot_take,,one-shot batch (gpt-oss-120b)
126,hot_take,,one-shot batch (gpt-oss-120b)
127,analysis,,one-shot batch (gpt-oss-120b)
128,reaction,,one-shot batch (gpt-oss-120b)
129,analysis,,one-shot batch (gpt-oss-120b)
130,analysis,,one-shot batch (gpt-oss-120b)
131,skip,,one-shot batch (gpt-oss-120b)
132,analysis,,one-shot batch (gpt-oss-120b)
133,hot_take,,one-shot batch (gpt-oss-120b)
134,reaction,,one-shot batch (gpt-oss-120b)
135,skip,,one-shot batch (gpt-oss-120b)
136,skip,,one-shot batch (gpt-oss-120b)
137,reaction,,one-shot batch (gpt-oss-120b)
138,analysis,,one-shot batch (gpt-oss-120b)
139,reaction,,one-shot batch (gpt-oss-120b)
140,analysis,,one-shot batch (gpt-oss-120b)
141,skip,,one-shot batch (gpt-oss-120b)
142,skip,,one-shot batch (gpt-oss-120b)
143,skip,,one-shot batch (gpt-oss-120b)
144,mixed,,one-shot batch (gpt-oss-120b)
145,skip,,one-shot batch (gpt-oss-120b)
146,analysis,,one-shot batch (gpt-oss-120b)
147,skip,,one-shot batch (gpt-oss-120b)
148,skip,,one-shot batch (gpt-oss-120b)
149,analysis,,one-shot batch (gpt-oss-120b)
150,analysis,,one-shot batch (gpt-oss-120b)
151,hot_take,,one-shot batch (gpt-oss-120b)
152,analysis,,one-shot batch (gpt-oss-120b)
153,hot_take,,one-shot batch (gpt-oss-120b)
154,analysis,,one-shot batch (gpt-oss-120b)
155,analysis,,one-shot batch (gpt-oss-120b)
156,hot_take,,one-shot batch (gpt-oss-120b)
157,skip,,one-shot batch (gpt-oss-120b)
158,skip,,one-shot batch (gpt-oss-120b)
159,hot_take,,one-shot batch (gpt-oss-120b)
160,analysis,,one-shot batch (gpt-oss-120b)
161,hot_take,,one-shot batch (gpt-oss-120b)
162,skip,,one-shot batch (gpt-oss-120b)
163,hot_take,,one-shot batch (gpt-oss-120b)
164,analysis,,one-shot batch (gpt-oss-120b)
165,analysis,,one-shot batch (gpt-oss-120b)
166,analysis,,one-shot batch (gpt-oss-120b)
167,skip,,one-shot batch (gpt-oss-120b)
168,skip,,one-shot batch (gpt-oss-120b)
169,mixed,,one-shot batch (gpt-oss-120b)
170,analysis,,one-shot batch (gpt-oss-120b)
171,analysis,,one-shot batch (gpt-oss-120b)
172,skip,,one-shot batch (gpt-oss-120b)
173,hot_take,,one-shot batch (gpt-oss-120b)
174,reaction,,one-shot batch (gpt-oss-120b)
175,skip,,one-shot batch (gpt-oss-120b)
176,skip,,one-shot batch (gpt-oss-120b)
177,skip,,one-shot batch (gpt-oss-120b)
178,reaction,,one-shot batch (gpt-oss-120b)
179,hot_take,,one-shot batch (gpt-oss-120b)
180,reaction,,one-shot batch (gpt-oss-120b)
181,analysis,,one-shot batch (gpt-oss-120b)
182,hot_take,,one-shot batch (gpt-oss-120b)
183,reaction,,one-shot batch (gpt-oss-120b)
184,mixed,,one-shot batch (gpt-oss-120b)
185,skip,,one-shot batch (gpt-oss-120b)
186,skip,,one-shot batch (gpt-oss-120b)
187,analysis,,one-shot batch (gpt-oss-120b)
188,hot_take,,one-shot batch (gpt-oss-120b)
189,skip,,one-shot batch (gpt-oss-120b)
190,skip,,one-shot batch (gpt-oss-120b)
191,reaction,,one-shot batch (gpt-oss-120b)
192,skip,,one-shot batch (gpt-oss-120b)
193,reaction,,one-shot batch (gpt-oss-120b)
194,hot_take,,one-shot batch (gpt-oss-120b)
195,hot_take,,one-shot batch (gpt-oss-120b)
196,reaction,,one-shot batch (gpt-oss-120b)
197,mixed,,one-shot batch (gpt-oss-120b)
198,mixed,,one-shot batch (gpt-oss-120b)
199,reaction,,one-shot batch (gpt-oss-120b)
200,analysis,,one-shot batch (gpt-oss-120b)
