id,label,confidence,rationale
107,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
108,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
109,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
110,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
111,reaction,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
112,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
113,mixed,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
114,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
115,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
116,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
117,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
118,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
119,mixed,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
120,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
121,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
122,mixed,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
123,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
124,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
125,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
126,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
127,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
128,reaction,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
129,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
130,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
131,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
132,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
133,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
134,reaction,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
135,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
136,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
137,reaction,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
138,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
139,reaction,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
140,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
141,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
142,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
143,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
144,mixed,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
145,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
146,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
147,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
148,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
149,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
150,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
151,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
152,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
153,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
154,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
155,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
156,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
157,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
158,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
159,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
160,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
161,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
162,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
163,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
164,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
165,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
166,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
167,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
168,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
169,mixed,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
170,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
171,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
172,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
173,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
174,reaction,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
175,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
176,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
177,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
178,reaction,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
179,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
180,reaction,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
181,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
182,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
183,reaction,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
184,mixed,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
185,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
186,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
187,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
188,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
189,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
190,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
191,reaction,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
192,skip,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
193,reaction,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
194,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
195,hot_take,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
196,reaction,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
197,mixed,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
198,mixed,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
199,reaction,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
200,analysis,,one-shot batch (Meta-Llama-3.3-70B-Instruct)
